INDEX,HS,CN,TARGET,VERSION
4008,Jews have a secret plot to take over the world.,What conspiracy theory is this? Have you even looked at the evidence?,JEWS,V6_lab
1588,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,Why do you think the state needs laws to tell you which faith to profess?,JEWS,V3
1589,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"I would prefer that the laws were enforced for the good of a community, rather than to make it harder for people to have religious beliefs.",JEWS,V3
1590,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"If you would be so kind as to comply with the law, you would know that everybody has the right to practice thier religion freely, without being subject to arrest and prosecution.",JEWS,V3
1591,Jews are literally pieces of shit. There must be laws prohibiting their religion from our land.,"I think you statement simply serves to convince me that we need to make sure that laws protecting individuals' freedom are observed, rather than ignored.",JEWS,V3
18,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",What's your proof for claiming this?,JEWS,V1
3763,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",Curious why you focus on 'Zionists' when there are fundamentalists linked to many different faiths?,JEWS,V6_kc
123,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",Why should they? I wonder if you have any evidence that makes you believe this.,JEWS,V1
60,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",Or maybe they want their culture to survive.,JEWS,V1
68,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,Milking it? Millions of people suffered during this tragedy,JEWS,V1
106,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,Are you aware of all the genocides that have happened since the Holocaust?.,JEWS,V1
12,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,We should be respectful and compassionate towards those who suffered in one of the most horrific event in the history of mankind... I think this should be remembered forever!,JEWS,V1
109,What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,"And yet genocides have happened across the world since. Perhaps, the Holocaust would be forgotten if it's lessons had been learned but they haven't.",JEWS,V1
640,Some races have lower physical and cognitive abilities therefore their life is less valuable.,"This assertion has no scientific basis but regardless, according to the United Nations, every individual has universal human rights from birth. [link]",other,V1
626,Some races have lower physical and cognitive abilities therefore their life is less valuable.,How can you say that? All humans are born equally valuable.,other,V1
643,Some races have lower physical and cognitive abilities therefore their life is less valuable.,"If humans are to have value for anything, it is for their choices. Thus, all humans are equal at least until they have made meaningful choices.",other,V1
638,Some races have lower physical and cognitive abilities therefore their life is less valuable.,"A person's value is rooted in their ability to experience feelings, emotions, empathy and self awareness. Since all humans have these capacities, then we are all born equally valuable.",other,V1
617,Downy children should be isolated in special schools for their own interest.,"Accessing mainstream education offers opportunities that would otherwise never be available to people with down syndrome because they can work towards the same qualifications, without the stigma that arises from segregated education.",DISABLED,V1
3850,Downy children should be isolated in special schools for their own interest.,How can you think that discriminated children are better off in such schools? It is neither for their own interest nor the other kids who miss the chance of learning to respect diversity.,DISABLED,V6_kc
3851,Downy children should be isolated in special schools for their own interest.,Children with a disability should be accepted without discrimination.,DISABLED,V6_kc
3852,Downy children should be isolated in special schools for their own interest.,Why do you think that these schools are the best possible options for them?,DISABLED,V6_kc
869,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say this about people who do not have anything at all to do with those terror attacks?,MUSLIMS,V1
823,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,The 100 million pounds they donated to charity on Ramadan must be part of that evil plan to blow everyone up.,MUSLIMS,V1
810,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say that about all 1.6 billion Muslims?,MUSLIMS,V1
798,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,"Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",MUSLIMS,V1
